model,n_int,n_bd,n_maturities,n_validation_spots,price_mae,price_max_abs_error,price_mre_itm,delta_mae,delta_max_abs_error,gamma_mae,gamma_max_abs_error,theta_mae,theta_max_abs_error,optimization_time_sec,final_fit_time_sec,pricing_time_sec,greek_time_sec,reference_time_sec,total_gpr_time_sec
black_scholes,800,800,6,51,0.020512257378585898,0.09128291105540143,0.0006454274242645633,0.0008193738791430337,0.004822163646622468,7.426030347753725e-05,0.0005742951490408359,0.06160170390511431,0.3325180545304285,73.23464079108089,0.41259737499058247,0.003977710148319602,0.013147124904207885,0.0011716659646481276,73.664363001124
