metric,mean,std,min,max
mae,0.040408272214998195,0.0417210290113859,0.01366308228606226,0.17169517904729514
max_abs_error,0.30744267418242144,0.4261502468084273,0.07258301681972057,1.4924175576768592
mre_itm,0.001318858702252016,0.0015082439957804644,0.00031563372639457806,0.006161344332203792
mean_posterior_std,0.0022650826721678525,0.0004748643028070294,0.0016908669179414458,0.003382536975446445
max_posterior_std,0.015784514817429516,0.010854212740510398,0.005074266969852683,0.044924284162457646
optimization_time_sec,48.095316480839394,4.521890470674177,40.82261124998331,56.460757499036845
gpr_time_sec,0.49426108510815536,0.00830106499759314,0.4828339589294046,0.5130091229220852
benchmark_time_sec,0.0006335585960187018,2.7382961082814498e-05,0.0006032499950379133,0.0007078760536387563
total_time_sec,48.590211124543565,4.525422794457725,41.31213283300167,56.96253716608044
