remaining_maturity,eval_t,n_int,n_bd,train_seed,tune_seed,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,gpr_training_time_sec,gpr_pricing_time_sec,posterior_std_time_sec,total_gpr_price_time_sec,total_gpr_with_std_time_sec,series_benchmark_time_sec,tuning_success,tuning_message,tuning_nit,tuning_nfev,tuning_objective_value
0.5,1.5,1000,1000,20290702,20290703,0.02839557643437571,0.08370927537606754,0.0006330916721235731,0.0013989791078736567,0.001981619072448529,32.223949291044846,0.16218799992930144,32.38613729097415,0.001774333999492228,0.041490625008009374,32.38791162497364,32.42940224998165,0.026192208053544164,True,Optimization terminated successfully.,70,134,0.03236728576397954
1.0,1.0,1000,1000,20290702,20290703,0.025048405386290058,0.06383893237810234,0.0002850771519709822,0.0014386246521591413,0.002109127040053168,32.223949291044846,0.16218799992930144,32.38613729097415,0.0016075000166893005,0.04051600000821054,32.38774479099084,32.42826079099905,0.03292683302424848,True,Optimization terminated successfully.,70,134,0.03236728576397954
1.5,0.5,1000,1000,20290702,20290703,0.029895236649584992,0.09833843587161084,0.00046684501878786305,0.0014034268550212397,0.002174155285702096,32.223949291044846,0.16218799992930144,32.38613729097415,0.001510332920588553,0.03980141703505069,32.387647623894736,32.42744904092979,0.03727933298796415,True,Optimization terminated successfully.,70,134,0.03236728576397954
2.0,0.0,1000,1000,20290702,20290703,0.03993127763770943,0.1412907176033542,0.000654863368648274,0.001665078138886799,0.005749852234465475,32.223949291044846,0.16218799992930144,32.38613729097415,0.0015191250713542104,0.03978479199577123,32.3876564160455,32.42744120804127,0.0411209580488503,True,Optimization terminated successfully.,70,134,0.03236728576397954
