remaining_maturity,S0,x0,reference_series,series_benchmark_time_sec
0.5,50.0,3.912023005428146,0.013523906733138875,0.026192208053544164
0.5,52.0,3.9512437185814275,0.020914682535813404,0.026192208053544164
0.5,54.0,3.9889840465642745,0.03170930001245851,0.026192208053544164
0.5,56.0,4.02535169073515,0.04723677082791177,0.026192208053544164
0.5,58.0,4.060443010546419,0.06926561187038087,0.026192208053544164
0.5,60.0,4.0943445622221,0.10010756621723993,0.026192208053544164
0.5,62.0,4.127134385045092,0.14271733160834205,0.026192208053544164
0.5,64.0,4.1588830833596715,0.20077302602297126,0.026192208053544164
0.5,66.0,4.189654742026425,0.27872084214185555,0.026192208053544164
0.5,68.0,4.219507705176107,0.3817691329356478,0.026192208053544164
0.5,70.0,4.248495242049359,0.5158219846795502,0.026192208053544164
0.5,72.0,4.276666119016055,0.687349387767762,0.026192208053544164
0.5,74.0,4.30406509320417,0.9031991120799997,0.026192208053544164
0.5,76.0,4.330733340286331,1.1703628686384178,0.026192208053544164
0.5,78.0,4.356708826689592,1.4957150159125663,0.026192208053544164
0.5,80.0,4.382026634673881,1.8857451161951004,0.026192208053544164
0.5,82.0,4.406719247264253,2.346305794073656,0.026192208053544164
0.5,84.0,4.430816798843313,2.882394854627803,0.026192208053544164
0.5,86.0,4.454347296253507,3.4979861370878464,0.026192208053544164
0.5,88.0,4.477336814478207,4.195917970078078,0.026192208053544164
0.5,90.0,4.499809670330265,4.977842236848975,0.026192208053544164
0.5,92.0,4.5217885770490405,5.844231705409953,0.026192208053544164
0.5,94.0,4.543294782270004,6.794438965023309,0.026192208053544164
0.5,96.0,4.564348191467836,7.826797326145707,0.026192208053544164
0.5,98.0,4.584967478670572,8.938752445410538,0.026192208053544164
0.5,100.0,4.605170185988092,10.127013109764437,0.026192208053544164
0.5,102.0,4.624972813284271,11.387710315059412,0.026192208053544164
0.5,104.0,4.6443908991413725,12.716555208159466,0.026192208053544164
0.5,106.0,4.663439094112067,14.108988326882425,0.026192208053544164
0.5,108.0,4.68213122712422,15.560314600025473,0.026192208053544164
0.5,110.0,4.700480365792417,17.065820545558744,0.026192208053544164
0.5,112.0,4.718498871295094,18.620871876572654,0.026192208053544164
0.5,114.0,4.736198448394496,20.220991200200825,0.026192208053544164
0.5,116.0,4.7535901911063645,21.86191663534854,0.026192208053544164
0.5,118.0,4.770684624465665,23.539642982142908,0.026192208053544164
0.5,120.0,4.787491742782046,25.250447579292373,0.026192208053544164
0.5,122.0,4.804021044733257,26.990903231488726,0.026192208053544164
0.5,124.0,4.820281565605037,28.757880631334253,0.026192208053544164
0.5,126.0,4.836281906951478,30.5485425929669,0.026192208053544164
0.5,128.0,4.852030263919617,32.36033220688671,0.026192208053544164
0.5,130.0,4.867534450455582,34.19095675944178,0.026192208053544164
0.5,132.0,4.882801922586371,36.03836896948439,0.026192208053544164
0.5,134.0,4.897839799950911,37.90074680387911,0.026192208053544164
0.5,136.0,4.912654885736052,39.776472860137446,0.026192208053544164
0.5,138.0,4.927253685157205,41.66411405924076,0.026192208053544164
0.5,140.0,4.941642422609304,43.5624021802559,0.026192208053544164
0.5,142.0,4.955827057601261,45.47021559228258,0.026192208053544164
