T_max,n_int,n_bd,sigma_f,ell_t,ell_x,log_sigma_f,log_ell_t,log_ell_x,initial_sigma_f,fixed_sigma_f,initial_ell_t,initial_ell_x,objective_value,success,nit,nfev
2.0,1000,1000,1.0,1.055516106667249,0.17731764321995014,,0.05402984794087433,-1.7298125603060068,100.0,1.0,0.8,1.2,0.03236728576397954,True,70,134
