n_paths,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_mc_standard_error,max_mc_standard_error,mc_time_sec,series_benchmark_time_sec
5000,4,76,0.4373247067164772,2.1039645568177576,0.010474186028105608,0.5415216424914909,1.325666237901814,0.059073457843624055,0.1375193321146071
