n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,gpr_training_time_sec,gpr_pricing_time_sec,posterior_std_time_sec,total_gpr_price_time_sec,total_gpr_with_std_time_sec,series_benchmark_time_sec,tuning_success,tuning_message,tuning_nit,tuning_nfev,tuning_objective_value
1000,1000,334,333,333,4,76,0.030817624026990047,0.1412907176033542,0.0005099693028826731,0.0014765271884852093,0.005749852234465475,32.223949291044846,0.16218799992930144,32.38613729097415,0.006411292008124292,0.16159283404704183,32.39254858298227,32.554141417029314,0.1375193321146071,True,Optimization terminated successfully.,70,134,0.03236728576397954
