metric,mean,std,min,max
mae,0.05641782793661043,0.0184743839397534,0.0337180348276622,0.10650133804305549
max_abs_error,0.17887791153679072,0.07338687733324543,0.07641821582483743,0.3834971670378451
mre_itm,0.0019627307323406965,0.0007660496311857444,0.0010636600494976303,0.004379651891818556
mean_posterior_std,0.0029619230824574883,0.00038951619960623797,0.002494982108071241,0.00402630789339508
max_posterior_std,0.008901404532708329,0.004469924188925321,0.0036491107870155236,0.0184360500658385
optimization_time_sec,51.370369116816434,4.858823315922022,42.31007233494893,60.95967104099691
gpr_time_sec,0.49630595388589427,0.008699242183452666,0.4834349569864571,0.5243644990259781
benchmark_time_sec,0.0006290955119766295,2.182932741918043e-05,0.0006048759678378701,0.0006782499840483069
total_time_sec,51.86730416621431,4.858441222847442,42.794112873845734,61.448642748990096
