seed_index,base_seed,maturity,n_int,n_bd,sigma_f,ell_t,ell_x,log_sigma_f,log_ell_t,log_ell_x,initial_sigma_f,fixed_sigma_f,initial_ell_t,initial_ell_x,objective_value,success,nit,nfev
5,20310520,2.5,800,800,1.0,1.4446121848661322,0.1852670129878872,,0.36784090136723036,-1.685957181031497,100.0,1.0,0.8,1.2,0.023789988986275587,True,87,167
5,20310520,3.0,800,800,1.0,1.053996849521045,0.22808991358982605,,0.052589461045485945,-1.4780153699162017,100.0,1.0,0.8,1.2,0.029140079672555684,True,63,122
6,20320520,0.5,800,800,1.0,0.28634443089781014,0.20696934799026048,,-1.2505598889159608,-1.5751845740230368,100.0,1.0,0.8,1.2,0.011451689269955628,True,51,96
6,20320520,1.0,800,800,1.0,0.6610788487683441,0.22174699242182216,,-0.4138821591517852,-1.506218220807437,100.0,1.0,0.8,1.2,0.02553428038600878,True,66,126
6,20320520,1.5,800,800,1.0,0.7387379852327932,0.27945344064146066,,-0.30281197403835675,-1.274919581152349,100.0,1.0,0.8,1.2,0.018806178458637426,True,49,94
6,20320520,2.0,800,800,1.0,1.3107632042052748,0.15577889572943868,,0.2706095661983457,-1.8593176121697237,100.0,1.0,0.8,1.2,0.024237509344615042,True,106,201
6,20320520,2.5,800,800,1.0,0.905757774523871,0.23811844004607258,,-0.09898336572309202,-1.4349870818435846,100.0,1.0,0.8,1.2,0.025624071506140423,True,50,95
6,20320520,3.0,800,800,1.0,1.4829273210763971,0.20687907424438223,,0.39401805391467104,-1.5756208388120752,100.0,1.0,0.8,1.2,0.023589523577917444,True,50,95
7,20330520,0.5,800,800,1.0,0.5000611934001734,0.1979555314776702,,-0.6930248012482519,-1.6197128620079901,100.0,1.0,0.8,1.2,0.022955230542608188,True,56,105
7,20330520,1.0,800,800,1.0,0.6656059881785498,0.24192975436596184,,-0.40705739285312326,-1.4191078661773278,100.0,1.0,0.8,1.2,0.01834100259576663,True,55,107
7,20330520,1.5,800,800,1.0,1.0549672783945696,0.1770373086898857,,0.053509750707287314,-1.7313947850613647,100.0,1.0,0.8,1.2,0.030097497328353377,True,70,132
7,20330520,2.0,800,800,1.0,0.9305167439979745,0.19919665247308777,,-0.07201520843736489,-1.6134627388268195,100.0,1.0,0.8,1.2,0.01913028204110453,True,59,111
7,20330520,2.5,800,800,1.0,0.9722482147085211,0.2437554070317717,,-0.02814414219530899,-1.4115899866557649,100.0,1.0,0.8,1.2,0.020423885805623095,True,41,79
7,20330520,3.0,800,800,1.0,0.9531886434123071,0.2740987646808771,,-0.04794244799941486,-1.2942667825026803,100.0,1.0,0.8,1.2,0.020241464651218503,True,59,116
8,20340520,0.5,800,800,1.0,0.2813006010739076,0.16809707703820703,,-1.268331426716808,-1.783213626950707,100.0,1.0,0.8,1.2,0.01217171868526168,True,46,88
8,20340520,1.0,800,800,1.0,0.3935310096663326,0.16611686393889685,,-0.932595409486706,-1.7950637386851829,100.0,1.0,0.8,1.2,0.014057902894427692,True,63,119
8,20340520,1.5,800,800,1.0,0.8819813373453634,0.17776993463945967,,-0.1255843826715876,-1.7272650667167355,100.0,1.0,0.8,1.2,0.012680460723849069,True,47,91
8,20340520,2.0,800,800,1.0,1.0713985845181286,0.24463154614221805,,0.06896488331220617,-1.4080020937170667,100.0,1.0,0.8,1.2,0.0302343972621844,True,49,96
8,20340520,2.5,800,800,1.0,1.0814771982497675,0.24529373975977178,,0.07832788273958885,-1.4052988487943856,100.0,1.0,0.8,1.2,0.03508016716391901,True,99,192
8,20340520,3.0,800,800,1.0,1.0637086452047138,0.36336640366002426,,0.06176152372643819,-1.0123435773212845,100.0,1.0,0.8,1.2,0.0530959907694177,True,50,95
9,20350520,0.5,800,800,1.0,0.14532866850838894,0.23846030618862843,,-1.9287574222356878,-1.4335524135798625,100.0,1.0,0.8,1.2,0.02651396621737399,True,35,68
9,20350520,1.0,800,800,1.0,0.7789988147186253,0.1192029282686366,,-0.24974575465474752,-2.126927958640575,100.0,1.0,0.8,1.2,0.016822245751271912,True,60,116
9,20350520,1.5,800,800,1.0,0.7041294912694835,0.24509171701084922,,-0.35079300327599705,-1.4061227833444918,100.0,1.0,0.8,1.2,0.026964367920317422,True,45,92
9,20350520,2.0,800,800,1.0,1.0081220711863972,0.3108517663880441,,0.008089264684334668,-1.1684391158378844,100.0,1.0,0.8,1.2,0.03320319546998145,True,52,102
9,20350520,2.5,800,800,1.0,1.2731991611668028,0.1617032289344254,,0.2415327575870687,-1.8219925439254392,100.0,1.0,0.8,1.2,0.005536029540856665,True,68,127
9,20350520,3.0,800,800,1.0,0.8171704678470461,0.36566602623536865,,-0.20190755491114493,-1.0060348587839285,100.0,1.0,0.8,1.2,0.022752957913867694,True,37,73
10,20360520,0.5,800,800,1.0,0.4650522898430268,0.1523811830636465,,-0.7656054284416249,-1.8813701140637078,100.0,1.0,0.8,1.2,0.011796925155824914,True,47,88
10,20360520,1.0,800,800,1.0,0.7311298546884897,0.2324134612343981,,-0.3131641952157027,-1.4592373329864907,100.0,1.0,0.8,1.2,0.038902093881830996,True,46,87
10,20360520,1.5,800,800,1.0,0.8495698760062095,0.22681037874856586,,-0.16302508580125588,-1.4836409464975937,100.0,1.0,0.8,1.2,0.024060197489073266,True,50,95
10,20360520,2.0,800,800,1.0,0.22810716149681964,0.37073631910979155,,-1.4779397538811865,-0.9922641992254067,100.0,1.0,0.8,1.2,0.04315254758640836,True,38,72
10,20360520,2.5,800,800,1.0,0.6693761331294028,0.1948681691527001,,-0.4014091449645216,-1.6354320046742243,100.0,1.0,0.8,1.2,0.019522120797894824,True,58,106
10,20360520,3.0,800,800,1.0,0.680318541095529,0.2816391977910039,,-0.38519414770951177,-1.2671284676842034,100.0,1.0,0.8,1.2,0.02404118729660424,True,46,90
11,20370520,0.5,800,800,1.0,0.19682928481656223,0.27236549663703596,,-1.6254185004721378,-1.300610377057445,100.0,1.0,0.8,1.2,0.025780917142130808,True,37,70
11,20370520,1.0,800,800,1.0,0.4395053862433876,0.19971288047228458,,-0.8221053065431794,-1.6108745415302577,100.0,1.0,0.8,1.2,0.01344439686825155,True,46,90
11,20370520,1.5,800,800,1.0,0.5591986420051358,0.15072749578050634,,-0.5812505165255429,-1.8922817362398183,100.0,1.0,0.8,1.2,0.020808256572195406,True,62,112
11,20370520,2.0,800,800,1.0,0.9465408145284154,0.21628168515841503,,-0.05494118773218029,-1.5311736229395274,100.0,1.0,0.8,1.2,0.01546911258863118,True,50,99
11,20370520,2.5,800,800,1.0,1.023599712220522,0.2355106173445983,,0.02332554415898861,-1.4459992822761194,100.0,1.0,0.8,1.2,0.022866352991498536,True,56,110
11,20370520,3.0,800,800,1.0,1.8426564889396773,0.28029798128503836,,0.6112082744135233,-1.2719020228172133,100.0,1.0,0.8,1.2,0.04699231669424328,True,57,108
12,20380520,0.5,800,800,1.0,0.22966427024139227,0.3407656158866471,,-1.4711367310536145,-1.0765603814683395,100.0,1.0,0.8,1.2,0.012711386860522908,True,40,81
12,20380520,1.0,800,800,1.0,0.4856898089759091,0.23883653150900994,,-0.7221851119878749,-1.4319759296453962,100.0,1.0,0.8,1.2,0.01569111816508531,True,62,120
12,20380520,1.5,800,800,1.0,0.7563825697338794,0.24127937839214378,,-0.2792079861784702,-1.421799770458372,100.0,1.0,0.8,1.2,0.015090651193922784,True,54,104
12,20380520,2.0,800,800,1.0,0.8091292371244614,0.20919736486989357,,-0.21179662545541889,-1.5644771430949205,100.0,1.0,0.8,1.2,0.014782821871738825,True,47,92
12,20380520,2.5,800,800,1.0,1.109742725293911,0.2794346247005394,,0.10412820944484114,-1.2749869146385877,100.0,1.0,0.8,1.2,0.03706958077608093,True,60,112
12,20380520,3.0,800,800,1.0,1.274991792865413,0.152626950491232,,0.24293974162136855,-1.8797585670015953,100.0,1.0,0.8,1.2,0.02603048545380948,True,58,108
13,20390520,0.5,800,800,1.0,0.20815217721888754,0.1832842123118941,,-1.5694858455405236,-1.6967172581683614,100.0,1.0,0.8,1.2,0.011574520069396155,True,54,107
13,20390520,1.0,800,800,1.0,0.5435700183965742,0.20069450037399486,,-0.6095967520220282,-1.6059714257775402,100.0,1.0,0.8,1.2,0.012060841337899657,True,69,134
13,20390520,1.5,800,800,1.0,0.2989796820343198,0.37012618677963455,,-1.2073796609628402,-0.9939112861362496,100.0,1.0,0.8,1.2,0.021937611951707108,True,38,74
13,20390520,2.0,800,800,1.0,1.0301944411417097,0.23531398606900183,,0.029747562232741352,-1.4468345457079907,100.0,1.0,0.8,1.2,0.020817450910667893,True,56,105
13,20390520,2.5,800,800,1.0,0.9183479599261949,0.18376390313253355,,-0.08517891886572025,-1.6941034804452095,100.0,1.0,0.8,1.2,0.014580304651091086,True,67,126
13,20390520,3.0,800,800,1.0,1.040382662543498,0.2779228587664175,,0.03958859023157403,-1.2804116902497247,100.0,1.0,0.8,1.2,0.03489077377641854,True,66,122
14,20400520,0.5,800,800,1.0,0.4663766100186155,0.14998892673095912,,-0.7627617952492601,-1.8971938094044498,100.0,1.0,0.8,1.2,0.008666352581907219,True,56,108
14,20400520,1.0,800,800,1.0,0.4886355507417665,0.3619145338702292,,-0.7161383623842731,-1.016347189312143,100.0,1.0,0.8,1.2,0.042211029166451926,True,48,89
