m,n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,total_gpr_time_sec,series_benchmark_time_sec,tuning_success_count,tuning_failure_count,mean_objective_value,max_objective_value
400,400,400,134,133,133,6,76,0.1547908405556418,0.73843574272016,0.0028509465615025173,0.004917326745097028,0.02148378011720029,12.884473624057136,0.1128116250038147,0.004132998757995665,0.022448332863859832,13.023866580682807,0.2367152920924127,6,0,0.11467108036255473,0.39562536177528695
600,600,600,200,200,200,6,76,0.05334898440408486,0.17265996521386384,0.0009355762601455725,0.0033788592790235158,0.01006769605006964,29.56325399968773,0.2621404570527375,0.006123748025856912,0.052803543978370726,29.884321748744696,0.2367152920924127,6,0,0.04059405585869536,0.06506354068586806
800,800,800,268,266,266,6,76,0.04232939347585328,0.16576615502322056,0.0009250761545983238,0.0030299865886387447,0.011272263584347533,69.21682154305745,0.5592544579412788,0.008516125148162246,0.1261885423446074,69.9107806684915,0.2367152920924127,6,0,0.025503094566709936,0.03843296477235079
