n_paths,maturity,mc_seed,mae,max_abs_error,mre_itm,mean_mc_standard_error,max_mc_standard_error,mc_time_sec,series_benchmark_time_sec
500,0.5,20270605,0.8477034826198789,3.760817215513498,0.027981434481349286,1.050431348119085,2.2189610492988634,0.0029137920355424285,0.0261226249858737
500,1.0,20270606,1.0472714928691154,5.190846443363654,0.02534943561804394,1.5498829482223193,3.1223380263831713,0.002899083076044917,0.03325316694099456
500,1.5,20270607,1.6096603998547425,6.880608228874763,0.03376220084929129,1.9065833193832675,3.740378041367104,0.0030013329815119505,0.03767908306326717
500,2.0,20270608,1.6103539772390125,5.967136196887424,0.033899511142527684,2.285655385007839,4.382406953493058,0.0030949170468375087,0.04199579206760973
500,2.5,20270609,2.0851791978869976,8.671126366779646,0.04185300071085849,2.6245139321631434,4.665895937909431,0.0032076670322567225,0.04628254193812609
500,3.0,20270610,3.1099448332259647,13.907101603287927,0.05823415838704801,2.968520011277293,6.4166274200201805,0.0031915419967845082,0.051382083096541464
