seed_index,seed_base,maturity,n_int,n_bd,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,series_benchmark_time_sec,total_gpr_price_time_sec,total_gpr_with_std_time_sec,tuning_success,tuning_message,tuning_nit,tuning_nfev,tuning_objective_value
4,20300701,2.5,800,800,0.1600851814688259,0.22069968380769467,0.0032252042386308817,0.0029369804237864504,0.0038455307506440354,22.282992167049088,0.13620695809368044,0.0017783750081434846,0.03690850001294166,0.05677508295048028,22.42097750015091,22.457886000163853,True,Optimization terminated successfully.,61,114,0.07729130654814857
4,20300701,3.0,800,800,0.020939946624331178,0.031047069547938122,0.00039112115763733653,0.0031442392470655673,0.004432950467968902,14.81733116589021,0.12796195899136364,0.0018172910204157233,0.040187584003433585,0.06196533399634063,14.947110415901989,14.987297999905422,True,Optimization terminated successfully.,37,69,0.051699773542402364
5,20310701,0.5,800,800,0.033875248742101564,0.1046097938858015,0.001291537050261374,0.002028850788792575,0.0024113633097563904,18.443089707987383,0.17816291702911258,0.0017877500504255295,0.03473225003108382,0.034591250005178154,18.62304037506692,18.657772625098005,True,Optimization terminated successfully.,37,70,0.012762687853700435
5,20310701,1.0,800,800,0.05915058383306395,0.09870015439372537,0.0014248498512022204,0.0018807535533434693,0.0021884917752850223,26.46481179096736,0.17759829200804234,0.001893750042654574,0.03163037507329136,0.04373912501614541,26.644303833018057,26.67593420809135,True,Optimization terminated successfully.,48,95,0.046136853925896774
5,20310701,1.5,800,800,0.051086135470864914,0.07516974654220121,0.0011196092749065553,0.0024957664765754336,0.0037212306473769006,28.837247041985393,0.2057892499724403,0.002101207966916263,0.05052937497384846,0.05641808395739645,29.04513749992475,29.095666874898598,True,Optimization terminated successfully.,54,106,0.026738638240706027
5,20310701,2.0,800,800,0.011198561752151259,0.04117882864225919,0.00018218687078350596,0.002194257389384547,0.00231584026010518,30.587948124972172,0.21156966697890311,0.0025872080586850643,0.04415050009265542,0.062239125021733344,30.80210500000976,30.846255500102416,True,Optimization terminated successfully.,57,109,0.07286071264510607
5,20310701,2.5,800,800,0.11309575562894121,0.2114498102060196,0.0021848585991847093,0.0028899726642916297,0.004003539720951357,30.277917791972868,0.19658179196994752,0.00228883302770555,0.04719358298461884,0.06793241598643363,30.47678841697052,30.52398199995514,True,Optimization terminated successfully.,57,105,0.05693899373687433
5,20310701,3.0,800,800,0.07695237756798912,0.18018907598957412,0.0013560866317630438,0.002811435765177706,0.0043939628058513504,23.910914208041504,0.15868445904925466,0.0021028330083936453,0.04927725007291883,0.07794470805674791,24.071701500099152,24.12097875017207,True,Optimization terminated successfully.,47,87,0.06670972178380201
6,20320701,0.5,800,800,0.02107138679451071,0.04840949717111798,0.0008114030315002418,0.002085642450128839,0.002393675657468035,20.341466084006242,0.15188075008336455,0.001988791977055371,0.03619041689671576,0.04321320808958262,20.495335626066662,20.531526042963378,True,Optimization terminated successfully.,37,71,0.021631336835937785
6,20320701,1.0,800,800,0.03628311957632312,0.0852187848992294,0.0010025421481505224,0.0018006954074027191,0.0019961388150994287,22.393364458926953,0.15542912506498396,0.002205875003710389,0.03405970800668001,0.0526027079904452,22.550999458995648,22.585059167002328,True,Optimization terminated successfully.,51,95,0.05550977937574331
6,20320701,1.5,800,800,0.022701309336739025,0.045797678067700076,0.0003819205323508111,0.0020311721081839136,0.002414069634118141,20.46609745803289,0.1544799580005929,0.0019475000444799662,0.03507941705174744,0.05977725004777312,20.622524916077964,20.65760433312971,True,Optimization terminated successfully.,46,87,0.03666239013184493
6,20320701,2.0,800,800,0.01647349113938594,0.04973268695760913,9.302515006703439e-05,0.0023181747834822813,0.0025507031894284396,20.925238207913935,0.17360829201061279,0.0024401249829679728,0.035159624996595085,0.07060054200701416,21.101286624907516,21.13644624990411,True,Optimization terminated successfully.,44,86,0.07800061131177793
6,20320701,2.5,800,800,0.03628139903156689,0.08517230864951841,0.0005001135907125653,0.0028066061975915765,0.003564927868651273,20.476337208994664,0.13994629099033773,0.0017540829721838236,0.030417707981541753,0.05915212503168732,20.618037582957186,20.648455290938728,True,Optimization terminated successfully.,43,82,0.04010125475304898
6,20320701,3.0,800,800,0.05901942695352677,0.09892146047741335,0.0011821070672545352,0.0031211143454387704,0.003916172777473086,17.563722208957188,0.1493155419593677,0.001985458075068891,0.032059250050224364,0.0752737500006333,17.715023208991624,17.74708245904185,True,Optimization terminated successfully.,43,84,0.0686826412181902
7,20330701,0.5,800,800,0.02402131959355696,0.06504531680908165,0.000861948246687163,0.0019152318712094723,0.0020943523376398157,15.597882165922783,0.14759608393069357,0.0018334579654037952,0.032557499944232404,0.03847074997611344,15.74731170781888,15.779869207763113,True,Optimization terminated successfully.,38,71,0.013566719050651262
7,20330701,1.0,800,800,0.023638677650472048,0.03837873119073265,0.0006965701277079856,0.0021710223539953537,0.0028962238305437343,19.888416290981695,0.15141958405729383,0.002007458941079676,0.03134512493852526,0.048523291014134884,20.04184333398007,20.073188458918594,True,Optimization terminated successfully.,47,90,0.02496515308626957
7,20330701,1.5,800,800,0.019439482070081796,0.033217836929431144,0.0005158108685239337,0.002082394100879193,0.0022501112754664838,20.892853458062746,0.16070079104974866,0.002044042106717825,0.03022587497252971,0.05162575002759695,21.055598291219212,21.085824166191742,True,Optimization terminated successfully.,47,90,0.048861100100765345
7,20330701,2.0,800,800,0.05459838688413693,0.09067756695234408,0.0009492813457956422,0.0027399828848481606,0.004137970533378091,18.5872925829608,0.1509421250084415,0.0018448339542374015,0.032069250009953976,0.059524041949771345,18.74007954192348,18.772148791933432,True,Optimization terminated successfully.,43,83,0.015678143090522123
7,20330701,2.5,800,800,0.03642799927063394,0.09859963439775754,0.0007738036008617269,0.0040864993444539735,0.009075506896391564,24.095314334030263,0.13009304204024374,0.0017541249981150031,0.03008570906240493,0.058434291975572705,24.227161501068622,24.257247210131027,True,Optimization terminated successfully.,58,111,0.038086580608613085
7,20330701,3.0,800,800,0.021219181470223596,0.1549543189448741,0.0002979173018292724,0.003535706655690958,0.005594427336702584,14.858013499993831,0.135479332995601,0.0016300419811159372,0.03814954205881804,0.0624336670152843,14.995122874970548,15.033272417029366,True,Optimization terminated successfully.,40,75,0.04942714916429124
8,20340701,0.5,800,800,0.021950088924970308,0.04978303754487001,0.000533430614381653,0.002048626441238184,0.002657103519917986,15.547604041988961,0.13077187503222376,0.0019066249951720238,0.03511854098178446,0.04270374996121973,15.680282542016357,15.715401082998142,True,Optimization terminated successfully.,37,70,0.01199351380281359
8,20340701,1.0,800,800,0.04358720364872635,0.15925233182804277,0.000980071717001619,0.002765872098905028,0.004609379264393565,21.47989612503443,0.1348055830458179,0.0015961671015247703,0.03797195898368955,0.04004279198125005,21.616297875181772,21.65426983416546,True,Optimization terminated successfully.,56,107,0.03083994639827877
8,20340701,1.5,800,800,0.13990325276348106,0.20944238455077624,0.0029817176252301984,0.0023663298122390207,0.005871546339136786,16.146836416912265,0.13336533296387643,0.001829707995057106,0.03475254192017019,0.04902045906055719,16.2820314578712,16.31678399979137,True,Optimization terminated successfully.,42,79,0.04829576307330777
8,20340701,2.0,800,800,0.08778889746992527,0.16815529306300903,0.0017289655125059694,0.0028356507498594513,0.0033659393465539085,17.651703458977863,0.1382357080001384,0.0016290419735014439,0.03766633407212794,0.051410666084848344,17.791568208951503,17.82923454302363,True,Optimization terminated successfully.,45,88,0.03731133423347727
8,20340701,2.5,800,800,0.11250977529262512,0.19181041089591133,0.0021560694621927164,0.004067626855243448,0.007573833646812269,17.1346807499649,0.13700262492056936,0.0015192090068012476,0.03620854101609439,0.058626709040254354,17.27320258389227,17.309411124908365,True,Optimization terminated successfully.,42,84,0.04108114237768361
8,20340701,3.0,800,800,0.11078045503563491,0.19013098222902158,0.0015257597880994054,0.00794368445622744,0.026881916435075114,12.77656258305069,0.15600233292207122,0.0017373329028487206,0.028399041038937867,0.060557707911357284,12.93430224887561,12.962701289914548,True,Optimization terminated successfully.,29,58,0.062076897264367104
9,20350701,0.5,800,800,0.020109589984893036,0.05566173565950017,0.00027292510308654823,0.002110484931259341,0.0023233047521896456,14.584383666981012,0.13826554105617106,0.001518542063422501,0.0278525419998914,0.034089499968104064,14.724167750100605,14.752020292100497,True,Optimization terminated successfully.,37,72,0.029099208531150084
9,20350701,1.0,800,800,0.040693812232969265,0.10597455718013471,0.0006012411655735521,0.002280327275768013,0.004634158534949402,11.693935999996029,0.1387869999743998,0.0015991670079529285,0.027964916895143688,0.04243404197040945,11.834322166978382,11.862287083873525,True,Optimization terminated successfully.,30,58,0.024022074298524737
9,20350701,1.5,800,800,0.06144618307409583,0.16902328889837293,0.0010618323427323618,0.0024754755778343416,0.0038094157313715987,21.73018241696991,0.15327270899433643,0.0017902920953929424,0.029628540971316397,0.045313874958083034,21.88524541805964,21.914873959030956,True,Optimization terminated successfully.,55,104,0.040157726948402715
9,20350701,2.0,800,800,0.09600014846132161,0.2007658221703963,0.0020891780608655965,0.003244643207009057,0.005942810937530332,21.346304542035796,0.14289270795416087,0.0015876670368015766,0.035000583040528,0.049935791990719736,21.490784917026758,21.525785500067286,True,Optimization terminated successfully.,55,104,0.028808651126179842
9,20350701,2.5,800,800,0.07917820565763078,0.18115379695318268,0.0015518053230840368,0.003571760584417772,0.005807886168355483,19.74122420803178,0.15191374998539686,0.001709833974018693,0.027960916981101036,0.055799667024984956,19.894847791991197,19.922808708972298,True,Optimization terminated successfully.,45,89,0.03118575342957404
9,20350701,3.0,800,800,0.06535732400661512,0.21893217136459953,0.0010663798512483517,0.003374040662793374,0.004554273862803275,18.939107791986316,0.13374287507031113,0.0015297089703381062,0.029765207902528346,0.06522245798259974,19.074380376026966,19.104145583929494,True,Optimization terminated successfully.,48,93,0.060051223771465496
10,20360701,0.5,800,800,0.1228394545285757,0.3516734723625259,0.004799124944168521,0.0019732576024140184,0.002317954305623768,16.35834704199806,0.13421108399052173,0.0018848750041797757,0.03204183396883309,0.033577917027287185,16.49444300099276,16.526484834961593,True,Optimization terminated successfully.,41,81,0.01733038604665861
10,20360701,1.0,800,800,0.05364155504621121,0.12860671581313543,0.0007638043791752184,0.0017880656822617503,0.0019577631577068293,17.74866695899982,0.13177362503483891,0.0017936669755727053,0.028925584047101438,0.04224787501152605,17.88223425101023,17.911159835057333,True,Optimization terminated successfully.,46,87,0.04701182435035671
10,20360701,1.5,800,800,0.05366067829836062,0.07537422073876598,0.0013550873370986802,0.0021450174422527417,0.002335179860716803,19.626370583078824,0.14295162505004555,0.0016691250493749976,0.02846954099368304,0.045058082905597985,19.770991333178245,19.799460874171928,True,Optimization terminated successfully.,51,96,0.04035802401253755
10,20360701,2.0,800,800,0.04695089236430363,0.08793300935654713,0.0009073700889210621,0.002800488933739547,0.004878437392268165,14.325242916936986,0.13627391692716628,0.0017793329898267984,0.030427917023189366,0.05300662503577769,14.46329616685398,14.493724083877169,True,Optimization terminated successfully.,35,69,0.04580255432384033
10,20360701,2.5,800,800,0.04521297240206395,0.08525401437604785,0.0008941482464001149,0.0028104591197930327,0.003492530445859616,19.11452762503177,0.1346111660823226,0.001577041926793754,0.031673041987232864,0.059018583968281746,19.250715833040886,19.28238887502812,True,Optimization terminated successfully.,51,96,0.09338445488784644
10,20360701,3.0,800,800,0.05204885271902013,0.139097385847208,0.0010022111448480988,0.00422647591136865,0.00879146040589774,12.259401417104527,0.13814291602466255,0.0015214999439194798,0.03814008296467364,0.0626960420049727,12.39906583307311,12.437205916037783,True,Optimization terminated successfully.,32,61,0.06713131572831044
11,20370701,0.5,800,800,0.02969203548491791,0.04728543732679569,0.0010113990739681652,0.00195093491712716,0.0022404103869635484,13.599479291937314,0.1421293340390548,0.0017814579186961055,0.036169499973766506,0.0319052500417456,13.743390083895065,13.779559583868831,True,Optimization terminated successfully.,32,63,0.015759764523214207
11,20370701,1.0,800,800,0.039643991512728294,0.07572994909350594,0.0007024527862481729,0.001808249796918877,0.0018976535345992971,21.589627458015457,0.14754941605497152,0.0019344580359756947,0.03808154200669378,0.042563125025480986,21.739111332106404,21.777192874113098,True,Optimization terminated successfully.,50,94,0.06462975365506612
11,20370701,1.5,800,800,0.09062671789596245,0.16126689674577221,0.0021236748687887257,0.002225206127567704,0.0028891575921093297,22.860612624906935,0.15236470801755786,0.001824334030970931,0.041139208944514394,0.046916999970562756,23.014801666955464,23.055940875899978,True,Optimization terminated successfully.,54,102,0.03770114631928278
11,20370701,2.0,800,800,0.025955961680074763,0.06486626674323759,0.0004503839862533817,0.0033585695279672013,0.005053801199090522,16.82898012502119,0.16473154199775308,0.001674374914728105,0.03751454106532037,0.053636291064321995,16.99538604193367,17.03290058299899,True,Optimization terminated successfully.,38,75,0.023231348432309964
11,20370701,2.5,800,800,0.06857314188419149,0.14488534162995137,0.0011183483690003879,0.0031714605483130986,0.005065367960696593,27.654789332998917,0.14876437501516193,0.0017546659801155329,0.03427654202096164,0.061382749932818115,27.805308373994194,27.839584916015156,True,Optimization terminated successfully.,65,122,0.045692948688535504
11,20370701,3.0,800,800,0.06603970544243527,0.1076551113280857,0.0011604625542328256,0.003583902739739434,0.004488810424446108,21.462949667009525,0.16562341700773686,0.0015969170490279794,0.03952225006651133,0.064721625065431,21.63017000106629,21.6696922511328,True,Optimization terminated successfully.,48,94,0.0305099449684171
12,20380701,0.5,800,800,0.07832161060034849,0.22353152306794932,0.0027475644546234735,0.0019987295909647145,0.0021936002382349808,14.428121999953873,0.1576392500428483,0.0017292080447077751,0.04307958297431469,0.032520915963687,14.58749045804143,14.630570041015744,True,Optimization terminated successfully.,32,63,0.022962143645879934
12,20380701,1.0,800,800,0.015544141073481958,0.04662899430627476,0.0002367886526941138,0.0021587251495474914,0.002701746001374425,15.648098167032003,0.1531352079473436,0.0016652080230414867,0.04264137498103082,0.040304374997504056,15.802898583002388,15.84553995798342,True,Optimization terminated successfully.,36,69,0.01784255046047457
12,20380701,1.5,800,800,0.032505246301618905,0.0967556741014306,0.0006498662130217925,0.0025238454468034257,0.004404756323590306,19.582671834039502,0.15475679200608283,0.0017842079978436232,0.04269429191481322,0.046702582971192896,19.73921283404343,19.78190712595824,True,Optimization terminated successfully.,44,86,0.025240919800707598
12,20380701,2.0,800,800,0.048696085546513175,0.06624298146924623,0.0009062567298526697,0.0022345483758585342,0.003018284409207046,21.40808379102964,0.15043770801275969,0.0019037920283153653,0.040224833064712584,0.05293620808515698,21.560425291070715,21.600650124135427,True,Optimization terminated successfully.,49,94,0.08188075202136558
12,20380701,2.5,800,800,0.04325706236083177,0.13755338329364974,0.0006069940515287857,0.002981560767620614,0.004742035522924267,19.23126912501175,0.1500859580701217,0.001759749953635037,0.03652199998032302,0.06102441600523889,19.383114833035506,19.41963683301583,True,Optimization terminated successfully.,43,84,0.047117626657177954
12,20380701,3.0,800,800,0.07647361247625396,0.15600992014755288,0.0009942396455779301,0.0032332718562984525,0.004022708664250682,24.259424000047147,0.16082008404191583,0.0018742079846560955,0.04124329099431634,0.06221858295612037,24.42211829207372,24.463361583068036,True,Optimization terminated successfully.,57,106,0.11715291674263678
13,20390701,0.5,800,800,0.027080981635351407,0.058119542669125224,0.0005892101422358485,0.0018948659593888673,0.002090524319295854,16.517937957891263,0.16483183298259974,0.0015927079366520047,0.04353637504391372,0.03323287493549287,16.684362498810515,16.72789887385443,True,Optimization terminated successfully.,38,72,0.027441355099919046
