m,n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,total_gpr_time_sec,series_benchmark_time_sec,tuning_success_count,tuning_failure_count,mean_objective_value,max_objective_value
1000,1000,1000,334,333,333,6,76,0.04041066158123612,0.2789288404400594,0.000698452939984493,0.0023426547013967102,0.0070932837438250716,189.02291183301713,1.7132746240822598,0.014718331745825708,0.5381750829983503,191.28907987184357,0.47225083294324577,6,0,0.04386021082278399,0.056039712057922436
