n_paths,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_mc_standard_error,max_mc_standard_error,mc_time_sec,series_benchmark_time_sec
1000,6,76,1.4168926209872448,12.621389699194424,0.029751533629042547,1.7774393817805316,4.743096138561389,0.04299970797728747,0.47225083294324577
