model,n_int,n_bd,n_maturities,n_validation_spots,price_mae,price_max_abs_error,price_mre_itm,delta_mae,delta_max_abs_error,gamma_mae,gamma_max_abs_error,theta_mae,theta_max_abs_error,optimization_time_sec,final_fit_time_sec,pricing_time_sec,greek_time_sec,reference_time_sec,total_gpr_time_sec
merton_jump_diffusion,1000,1000,6,76,0.029528009942292353,0.16067675725616937,0.0005692433857985163,0.0009668654725350234,0.004610742612291552,7.693379178435209e-05,0.0004624736665424598,0.15055739714527713,0.5652396874377166,101.04053600109182,0.9839220399735495,0.01032716513145715,0.03382641798816621,0.861130666686222,102.068611624185
