model,maturity,n_int,n_bd,n_terminal,n_lower,n_upper,train_seed,tune_seed,price_mae,price_max_abs_error,price_mre_itm,delta_mae,delta_max_abs_error,delta_mean_abs_reference,delta_rel_mae,gamma_mae,gamma_max_abs_error,gamma_mean_abs_reference,gamma_rel_mae,theta_mae,theta_max_abs_error,theta_mean_abs_reference,theta_rel_mae,optimization_time_sec,final_fit_time_sec,pricing_time_sec,greek_time_sec,reference_time_sec,total_gpr_time_sec,tuning_success,tuning_message,tuning_nit,tuning_nfev,tuning_objective_value
merton_jump_diffusion,0.5,3000,3000,1000,1000,1000,20290702,20290703,0.013684003081120657,0.03430239355650144,0.0005771164654281999,0.0006290340278192561,0.0015991265703713675,0.6812980050939634,0.0009232876408209956,3.709603584505662e-05,0.00011578952832225382,0.006539867541285646,0.005672291619191428,0.10151768316171171,0.36916193567756306,6.777848377383123,0.014977862812697935,286.7595049169613,3.140359167009592,0.004610792035236955,0.015488417004235089,0.09735662501771003,289.91996329301037,True,Optimization terminated successfully.,41,78,0.0070189993248173255
merton_jump_diffusion,1.0,3000,3000,1000,1000,1000,20290802,20290803,0.021365056955878637,0.07151469701054225,0.0003913114992321929,0.0005812106743633458,0.0022218040919842474,0.6984088415872977,0.0008321926066147852,2.618432266655355e-05,6.729041093882573e-05,0.006344623770511327,0.004127009514457513,0.08043317357494047,0.1770397196014244,6.426359965596541,0.012516132617148545,301.43573254102375,2.984853707952425,0.005054584005847573,0.01591487496625632,0.12052537500858307,304.4415557079483,True,Optimization terminated successfully.,43,82,0.01038476153535113
merton_jump_diffusion,1.5,3000,3000,1000,1000,1000,20290902,20290903,0.04721530299824861,0.15490719832418165,0.0009221161897199394,0.001092545987771272,0.003483652946768556,0.7145108327962163,0.0015290824682050329,5.8097899519636e-05,0.00021215647023110906,0.00598333149711269,0.009709958331352969,0.097380778540866,0.1725391888378942,6.054709406824594,0.016083476843843703,370.92292504094075,3.0103338330518454,0.004603125038556755,0.013998584006913006,0.13478979095816612,373.95186058303807,True,Optimization terminated successfully.,49,95,0.01868405999030908
merton_jump_diffusion,2.0,3000,3000,1000,1000,1000,20291002,20291003,0.07646739039124388,0.2771062299324143,0.001425410202772618,0.001826032176865744,0.005261017307679361,0.7291552523095729,0.0025043119021386094,6.385214414583693e-05,0.00017199767074336288,0.005569258486348919,0.011465106944191589,0.13169877173705705,0.4122084029388349,5.701944132305681,0.0230971697865097,328.53372345806565,2.9956662920303643,0.004621375002898276,0.021124833030626178,0.15161716705188155,331.55513595812954,True,Optimization terminated successfully.,45,89,0.009924517132047318
merton_jump_diffusion,2.5,3000,3000,1000,1000,1000,20291102,20291103,0.06563733439056023,0.19816281673051606,0.0013398445257494255,0.0013716345138304674,0.00428494316471395,0.7424512116678015,0.001847440602527004,9.847709335494484e-05,0.000287251014473946,0.005167489074667125,0.019057049164886423,0.502420061310401,1.5879998755933924,5.3803459627485415,0.09338062362326983,317.8924929589266,3.1099240420153365,0.0045631249668076634,0.013923457940109074,0.174527500057593,321.02090358384885,True,Optimization terminated successfully.,45,86,0.008779434863151744
merton_jump_diffusion,3.0,3000,3000,1000,1000,1000,20291202,20291203,0.05884093898642593,0.19702839688216045,0.0010137937057679508,0.0014329749151053902,0.003167109916087818,0.7546007545476199,0.0018989842065085833,3.8424927722669794e-05,0.00016330118381338403,0.004799344330968454,0.008006286916053817,0.1359461512583759,0.2725763755169641,5.090357995339396,0.02670659929671838,359.88355608296115,3.0456502500455827,0.004976958967745304,0.016327708959579468,0.18803970806766301,362.95051100093406,True,Optimization terminated successfully.,51,94,0.01341204914774144
