m,n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,total_gpr_time_sec,series_benchmark_time_sec,tuning_success_count,tuning_failure_count,mean_objective_value,max_objective_value
1000,1000,1000,334,333,333,6,76,0.024227787478639212,0.10530732408879828,0.0005054027596234687,0.0023546616592300834,0.006267895008313841,188.39511620788835,1.9507022921461612,0.01836441713385284,0.5633927920134738,190.92757570918184,0.23698187607806176,6,0,0.029504134377848778,0.034652682315499055
