n_paths,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_mc_standard_error,max_mc_standard_error,mc_time_sec,series_benchmark_time_sec
1000,6,76,1.059530280696085,6.110442189028632,0.02499239917703864,1.305334237301668,3.514903088309656,0.03199287597090006,0.23698187607806176
