m,d,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,benchmark_time_sec,total_time_sec,tuning_success_count,tuning_failure_count,mean_objective_value,max_objective_value
200,200,68,66,66,6,51,0.32115534790750344,2.844865497385044,0.014924962396103171,0.004860464763245434,0.009653411229365968,2.2465810818830505,0.016933416947722435,0.0011656659189611673,0.00531766505446285,0.0005250830436125398,2.2705229128478095,6,0,0.14490642298095716,0.267542585265824
400,400,134,133,133,6,51,0.08852748955969851,0.4622959635980024,0.002840728031561682,0.005868271487521055,0.03466494922345014,9.735458875074983,0.07303800096269697,0.0019922080682590604,0.0197955840267241,0.0005882919067516923,9.830872960039414,6,0,0.03811845239025206,0.10678647231717757
600,600,200,200,200,6,51,0.03624733492707293,0.10729485522458049,0.001304655156655425,0.003093854243679471,0.006468274049324604,25.016079291701317,0.1734287510626018,0.0028568749548867345,0.0490193358855322,0.0006155429873615503,25.2419997965917,6,0,0.026876983368473887,0.056997358117448715
800,800,268,266,266,6,51,0.022672204121638825,0.10885464375715515,0.0007279650534410447,0.0027290971109091423,0.006257521646229618,51.54760262509808,0.3989510841201991,0.003770913928747177,0.11701820709276944,0.0006641260115429759,52.06800695625134,6,0,0.018267694535926474,0.03590000417407126
