m,n_int,n_bd,maturity,sigma_f,ell_t,ell_x,log_sigma_f,log_ell_t,log_ell_x,initial_sigma_f,fixed_sigma_f,initial_ell_t,initial_ell_x,objective_value,success,nit,nfev
1000,1000,1000,0.5,1.0,0.5172704255583189,0.22642716271324284,,-0.659189474381541,-1.4853319632011326,100.0,1.0,0.8,1.2,0.028329161315285054,True,28,55
1000,1000,1000,1.0,1.0,1.0453751212075666,0.21443494414848596,,0.044375788666040375,-1.5397488772990353,100.0,1.0,0.8,1.2,0.02938542789438303,True,37,69
1000,1000,1000,1.5,1.0,0.7746880105361231,0.21204274437170897,,-0.25529489773082203,-1.5509674002387375,100.0,1.0,0.8,1.2,0.033073223617261394,True,37,67
1000,1000,1000,2.0,1.0,0.7233156740823182,0.27015656109687114,,-0.3239095351248418,-1.3087536321209048,100.0,1.0,0.8,1.2,0.03309119253059452,True,31,61
1000,1000,1000,2.5,1.0,1.0176114025461358,0.20941486030719528,,0.01745811887322892,-1.563438016935715,100.0,1.0,0.8,1.2,0.028261239751992538,True,46,88
1000,1000,1000,3.0,1.0,1.315065119476607,0.2359730937564344,,0.2738861849181577,-1.4440374899627386,100.0,1.0,0.8,1.2,0.017010370099112312,True,40,77
