n_paths,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_mc_standard_error,max_mc_standard_error,mc_time_sec,series_benchmark_time_sec
1000,6,76,0.9648131970589032,6.273712733493575,0.022839471538739817,1.2206534650101473,3.0664989345326763,0.028538500075228512,0.18201149813830853
