m,n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,total_gpr_time_sec,series_benchmark_time_sec,tuning_success_count,tuning_failure_count,mean_objective_value,max_objective_value
1000,1000,1000,334,333,333,6,76,0.022229211865317195,0.06901765619532796,0.0004947046934057737,0.0024154783308373705,0.006178463182652391,166.51013337494805,1.7257492920616642,0.014786582789383829,0.5016457090387121,168.75231495883781,0.18201149813830853,6,0,0.02819176920143814,0.03309119253059452
