m,n_int,n_bd,maturity,n_terminal,n_lower,n_upper,train_seed,tune_seed,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,total_gpr_time_sec,series_benchmark_time_sec,tuning_success,tuning_message,tuning_nit,tuning_nfev,tuning_objective_value
1000,1000,1000,0.5,334,333,333,20290702,20290703,0.016180909164160047,0.03420446944830946,0.0005048022493281537,0.0018449189445652954,0.0019444429503453998,13.204320040997118,0.16131650004535913,0.0018284169491380453,0.042786833946593106,13.410251791938208,0.018846207996830344,True,Optimization terminated successfully.,28,55,0.028329161315285054
1000,1000,1000,1.0,334,333,333,20290802,20290803,0.01495841928052925,0.04023300278413444,0.0005335091437510314,0.001966211422337038,0.002407084183667194,17.57177912502084,0.2152570839971304,0.0020005409605801105,0.06186370807699859,17.85090045805555,0.021945708082057536,True,Optimization terminated successfully.,37,69,0.02938542789438303
1000,1000,1000,1.5,334,333,333,20290902,20290903,0.0200055179622793,0.029997560574862803,0.0004168274060248265,0.0021730076314347047,0.002597247111096333,20.141915708896704,0.2067938749678433,0.0019400420133024454,0.05391975003294647,20.404569375910796,0.024901124997995794,True,Optimization terminated successfully.,37,67,0.033073223617261394
1000,1000,1000,2.0,334,333,333,20291002,20291003,0.03898653683133509,0.06852008227536466,0.0007582217376183165,0.0022153481468842294,0.0027308638299711027,22.719182917033322,0.2600108749466017,0.002692374982871115,0.08971137506887317,23.071597542031668,0.027565875090658665,True,Optimization terminated successfully.,31,61,0.03309119253059452
1000,1000,1000,2.5,334,333,333,20291102,20291103,0.01969547360045575,0.06901765619532796,0.0004682526076862692,0.003072404902843419,0.006178463182652391,47.14661499997601,0.457024458097294,0.003684749943204224,0.12703274993691593,47.73435695795342,0.030997165944427252,True,Optimization terminated successfully.,46,88,0.028261239751992538
1000,1000,1000,3.0,334,333,333,20291202,20291203,0.023548414353143744,0.057349100923758556,0.0002866150160260443,0.0032209789369595327,0.005106621964890649,45.72632058302406,0.4253465000074357,0.002640457940287888,0.12633129197638482,46.28063883294817,0.057755416026338935,True,Optimization terminated successfully.,40,77,0.017010370099112312
