n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,gpr_training_time_sec,gpr_pricing_time_sec,posterior_std_time_sec,total_gpr_price_time_sec,total_gpr_with_std_time_sec,series_benchmark_time_sec,tuning_success,tuning_message,tuning_nit,tuning_nfev,tuning_objective_value
1700,1700,568,566,566,4,76,0.04063559930024993,0.28567045238865774,0.0007449951408170437,0.0013500932951559183,0.011166616716449494,157.40746533300262,0.7058427500305697,158.1133080830332,0.010242541902698576,0.8454120840178803,158.1235506249359,158.96896270895377,0.1373187490971759,True,Optimization terminated successfully.,90,168,0.014041647546256964
