n_paths,remaining_maturity,mc_seed,mae,max_abs_error,mre_itm,mean_mc_standard_error,max_mc_standard_error,mc_time_sec,series_benchmark_time_sec
5000,0.5,20300703,0.2632245152132759,1.2285214961555226,0.007653501048224782,0.33297427735568086,0.6517269016516729,0.015008583897724748,0.027374916011467576
5000,1.0,20300704,0.41118992228506807,1.4555919711589667,0.010233712122875183,0.4887610772304832,0.9235740594374153,0.014447374967858195,0.03250775008928031
5000,1.5,20300705,0.5470843676060289,2.0838637690220168,0.01273897413107719,0.6153680018990367,1.1562263807656574,0.015405625104904175,0.03655029193032533
5000,2.0,20300706,0.5576099772074672,2.7563792165895364,0.012255259812307248,0.7312818226526228,1.3305056473037513,0.016322165960446,0.040885791066102684
