n_paths,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_mc_standard_error,max_mc_standard_error,mc_time_sec,series_benchmark_time_sec
1000,6,76,1.2025506801970989,11.131782161584113,0.026921584348584375,1.4730087746773957,3.8438854157846265,0.039434292004443705,0.3256894589867443
