m,n_int,n_bd,n_terminal,n_lower,n_upper,n_maturities,n_validation_spots,mae,max_abs_error,mre_itm,mean_posterior_std,max_posterior_std,optimization_time_sec,final_fit_time_sec,pricing_time_sec,posterior_std_time_sec,total_gpr_time_sec,series_benchmark_time_sec,tuning_success_count,tuning_failure_count,mean_objective_value,max_objective_value
1000,1000,1000,334,333,333,6,76,0.029528009942292353,0.16067675725616937,0.0005692433857985163,0.002255070517654639,0.006312927727740562,192.84438212704845,1.9257043318357319,0.015977709903381765,0.5631539179012179,195.34921808668878,0.3256894589867443,6,0,0.03235901672487541,0.037837637116990556
